customer_id,age,gender,region,city_density,income_level,driving_experience_years,bonus_malus,marital_status,number_of_children
42,61,Male,Region_8,suburban,Medium,42,1.0409725486786852,Married,2
43,18,Female,Region_3,urban,High,0,0.8652261887187643,Married,2
44,52,Female,Region_4,rural,Medium,33,0.9593250548950322,Married,0
45,43,Male,Region_2,rural,Low,25,1.0182335196937693,Single,1
46,38,Female,Region_6,urban,Medium,20,1.1443200796580943,Married,1
47,43,Female,Region_2,suburban,Medium,23,0.945073190529911,Married,0
48,18,Male,Region_2,suburban,Medium,0,1.0498114737142412,Single,0
49,39,Male,Region_1,rural,Medium,16,1.1248619468616643,Married,3
50,46,Male,Region_1,urban,Medium,28,1.1078357110894104,Married,0
51,60,Female,Region_2,suburban,Medium,41,1.0408814060063352,Married,1
52,36,Female,Region_7,suburban,Medium,17,0.9393861328293593,Married,2
53,32,Male,Region_2,suburban,Medium,11,1.0535541775027166,Married,1
54,36,Female,Region_2,suburban,Low,18,1.0152492358733682,Married,0
55,53,Female,Region_9,urban,Medium,34,0.8792549734111101,Married,2
56,46,Female,Region_5,urban,Low,26,0.9793336522011051,Married,1
57,36,Male,Region_9,urban,Medium,17,1.055250968525296,Married,0
58,48,Male,Region_9,urban,Low,26,1.151279920586714,Married,3
59,43,Female,Region_1,urban,High,25,0.9234946701381173,Married,1
60,54,Male,Region_10,urban,Medium,29,1.0859392397028842,Married,0
61,34,Male,Region_1,suburban,Low,16,0.940503686621738,Married,1
62,38,Female,Region_9,urban,Medium,20,0.9943043866665882,Married,2
63,37,Male,Region_5,urban,Medium,18,0.9598494844270703,Divorced,1
64,24,Female,Region_4,suburban,Low,6,1.1987108607582992,Married,2
65,46,Male,Region_6,urban,Medium,28,1.0648672148612446,Married,2
66,45,Male,Region_8,urban,Medium,24,1.08034595095596,Married,2
67,42,Male,Region_5,rural,Medium,20,0.9297080075549734,Married,2
68,39,Male,Region_3,rural,Medium,20,1.053113849418034,Married,2
69,25,Male,Region_1,rural,Medium,2,0.8806405161590865,Married,0
70,37,Female,Region_7,urban,High,17,0.7465500767317788,Married,1
71,38,Male,Region_1,suburban,Medium,19,0.9550613857245578,Married,2
72,32,Female,Region_6,urban,Medium,14,1.1356660363281588,Single,1
73,40,Male,Region_4,rural,Low,22,0.9589848906388757,Single,1
74,47,Male,Region_3,suburban,Medium,29,1.0666267467045887,Divorced,0
75,65,Male,Region_5,urban,High,47,1.2627098194002417,Divorced,1
76,44,Female,Region_7,urban,Medium,25,0.9913043425061067,Married,0
77,45,Male,Region_10,rural,High,26,1.1772489342380648,Married,1
78,41,Male,Region_2,suburban,Medium,22,0.7892890526977594,Married,0
79,19,Female,Region_10,urban,Medium,1,0.9714175612861305,Single,0
80,42,Male,Region_10,urban,High,23,1.049492273706173,Single,4
81,43,Male,Region_8,urban,High,25,0.9866005671394881,Married,2
82,72,Male,Region_9,suburban,High,54,1.0557948562996124,Married,1
83,40,Female,Region_6,suburban,Low,22,0.901336849810811,Single,2
84,46,Male,Region_1,urban,High,28,1.2059978992789706,Married,1
85,42,Female,Region_5,urban,Medium,24,1.15408697421873,Single,1
86,28,Female,Region_7,urban,Medium,10,1.068113326251187,Married,0
87,56,Female,Region_10,urban,Medium,38,0.8995706939676587,Married,1
88,51,Male,Region_5,rural,Low,32,1.0018522205525993,Single,2
89,51,Female,Region_7,urban,Medium,31,1.105833389059077,Divorced,2
90,31,Male,Region_6,suburban,High,12,0.9420927657709487,Married,0
91,59,Female,Region_2,suburban,Low,39,1.1526106982435658,Married,3
92,25,Male,Region_1,urban,Medium,7,1.0411629815268406,Married,0
93,49,Female,Region_7,suburban,Low,31,0.9846784059825336,Married,0
94,68,Male,Region_2,urban,Medium,49,1.0969534321939456,Married,2
95,30,Male,Region_2,rural,Low,11,0.9194878132215186,Single,0
96,35,Female,Region_6,suburban,Low,12,0.9695290161989537,Single,3
97,43,Male,Region_7,suburban,Medium,24,0.9449241425103413,Married,0
98,36,Male,Region_5,urban,Medium,18,0.8389342022329124,Married,0
99,23,Female,Region_9,suburban,Medium,5,0.8019731676882436,Married,1
100,43,Female,Region_2,urban,High,25,0.9107331945463044,Married,0
101,29,Male,Region_2,rural,Low,11,0.9270554128768773,Married,3
102,48,Male,Region_5,urban,Medium,30,1.0658469492339957,Married,2
103,31,Female,Region_8,urban,Medium,12,0.9636136188058629,Single,0
104,61,Female,Region_4,suburban,High,41,1.063777044656498,Married,2
105,33,Male,Region_1,urban,Low,15,0.8375540056466343,Married,1
106,38,Female,Region_6,urban,Medium,18,1.0333927066577584,Married,0
107,52,Male,Region_8,rural,High,34,0.8539673542838215,Married,1
108,27,Male,Region_2,rural,Low,9,0.9508834380018714,Married,0
109,45,Male,Region_1,suburban,Medium,27,1.0959482930714033,Divorced,2
110,58,Male,Region_4,suburban,Low,39,0.9666265020407638,Married,1
111,23,Female,Region_1,suburban,Low,5,0.9039037369750118,Single,2
112,44,Male,Region_3,urban,High,26,1.1249821640091084,Divorced,1
113,45,Male,Region_1,urban,Medium,27,1.0896442123937093,Married,0
114,51,Female,Region_2,urban,High,33,1.145446798987444,Divorced,1
115,27,Male,Region_3,suburban,High,7,0.8755517229764924,Single,1
116,26,Female,Region_1,urban,Medium,5,0.8214020666002457,Married,2
117,48,Male,Region_1,rural,Low,30,1.1510758329383277,Single,0
118,46,Female,Region_8,urban,Medium,27,0.8704588746436877,Married,2
119,45,Male,Region_1,urban,High,24,0.9991926111654127,Married,1
120,46,Male,Region_6,urban,Medium,28,0.9882380995886783,Divorced,1
121,34,Female,Region_8,rural,Low,15,0.9339237049505464,Married,1
122,45,Female,Region_1,urban,Medium,25,0.8771052239704252,Married,0
123,46,Female,Region_2,suburban,Low,28,0.9635498076098475,Married,0
124,33,Female,Region_6,suburban,Medium,13,1.0926983966314843,Married,1
125,64,Male,Region_2,suburban,Low,46,0.9426986863324263,Married,2
126,48,Male,Region_4,rural,Low,30,0.8769349394827151,Married,1
127,28,Female,Region_8,suburban,Low,10,1.0088658830824255,Divorced,2
128,50,Female,Region_1,urban,Medium,31,0.7981604666672,Married,0
129,30,Female,Region_5,suburban,Low,12,1.029950649984361,Single,0
130,51,Female,Region_10,urban,Low,32,1.0610152025535602,Married,0
131,56,Male,Region_1,suburban,Low,38,0.9540447796357242,Married,0
132,32,Male,Region_1,suburban,Medium,14,1.080928637998713,Single,1
133,54,Male,Region_5,urban,Low,36,0.9921013237570584,Married,0
134,47,Female,Region_10,urban,High,28,0.9731019051420662,Married,2
135,52,Female,Region_2,suburban,Low,34,0.8967499895474699,Married,2
136,65,Female,Region_3,suburban,High,47,1.095399342112531,Married,3
137,39,Male,Region_1,urban,High,21,0.9523236348997175,Single,1
138,33,Male,Region_3,urban,High,15,0.9738284291249264,Married,1
139,31,Female,Region_1,suburban,Low,11,1.0673789179201414,Married,1
140,32,Female,Region_3,rural,Low,14,0.9155686708665884,Married,0
141,41,Male,Region_5,rural,High,22,0.9241104953878462,Married,0
142,46,Female,Region_10,suburban,Medium,25,1.0013531326149865,Married,1
143,45,Male,Region_8,suburban,Medium,26,0.8396255967611602,Married,0
144,52,Male,Region_8,urban,Low,34,1.037429428771251,Married,0
145,42,Female,Region_2,rural,Low,23,0.9967361587646242,Single,1
146,59,Female,Region_1,suburban,Low,40,0.8331508722836134,Married,1
147,39,Female,Region_5,urban,High,17,0.784179601903623,Married,0
148,75,Male,Region_4,rural,Low,57,0.9449668328574212,Married,1
149,50,Male,Region_4,urban,Medium,30,0.9595665010276332,Married,0
150,32,Male,Region_1,rural,Medium,14,1.1249526768664297,Married,2
151,29,Male,Region_4,suburban,Low,10,1.2103703153069103,Single,1
152,48,Male,Region_1,suburban,Medium,30,0.9152753542290549,Married,3
153,39,Male,Region_3,suburban,Low,21,0.9146651924302257,Married,0
154,51,Male,Region_1,suburban,Medium,33,1.1428545719288763,Married,0
155,48,Male,Region_8,suburban,Medium,30,1.0375996612539882,Married,0
156,41,Female,Region_1,suburban,Medium,23,1.3548682397596408,Married,1
157,32,Female,Region_9,urban,Low,11,0.9785354786715272,Married,3
158,24,Female,Region_8,suburban,Medium,6,1.1034550496973814,Single,1
159,37,Male,Region_7,rural,Medium,19,1.2357016837026729,Married,1
160,52,Male,Region_10,suburban,Low,32,0.8770431893806836,Married,1
161,45,Male,Region_1,rural,High,24,0.9037245299991667,Divorced,0
162,27,Male,Region_6,rural,Medium,9,1.0420177079685933,Single,1
163,44,Male,Region_8,urban,Low,24,0.9953281247566034,Married,2
164,47,Male,Region_1,suburban,Medium,29,1.015650084278958,Married,3
165,31,Female,Region_5,suburban,Low,13,0.9236586609619112,Married,2
166,44,Female,Region_3,suburban,Low,26,0.996784107984663,Married,0
167,43,Male,Region_3,suburban,Low,25,0.9634412239835289,Single,3
168,28,Female,Region_9,urban,Medium,8,1.0538986963283152,Married,1
169,46,Male,Region_4,urban,Medium,28,1.0938121223060875,Married,2
170,49,Female,Region_1,suburban,Low,31,0.8496874213828453,Married,0
171,55,Female,Region_9,urban,Medium,37,1.1267361217497383,Divorced,1
172,55,Female,Region_2,suburban,Medium,37,1.0028119438711818,Married,1
173,25,Male,Region_9,suburban,Medium,7,1.0948275594378145,Single,1
174,31,Male,Region_10,suburban,Low,13,0.9825310730191208,Single,0
175,48,Male,Region_8,urban,Low,30,1.108785957192219,Married,1
176,48,Male,Region_6,rural,Low,30,1.0875513088475828,Single,1
177,48,Female,Region_7,rural,High,30,1.041253804101868,Married,1
178,85,Female,Region_6,urban,Medium,67,1.0044601446682693,Married,1
179,49,Female,Region_4,rural,Medium,31,1.0518636961902783,Married,0
180,56,Male,Region_2,suburban,Low,38,1.1931012699500199,Married,0
181,53,Female,Region_2,suburban,Low,35,1.1105831802387398,Divorced,1
182,50,Male,Region_7,urban,Low,27,1.0657681600473126,Divorced,0
183,38,Male,Region_5,urban,Low,20,0.9448827240461718,Single,0
184,51,Female,Region_5,suburban,Medium,30,0.937892246115892,Married,1
185,33,Male,Region_6,suburban,Medium,15,0.9257590485719834,Single,1
186,39,Male,Region_7,suburban,Medium,18,0.8765458109081408,Married,2
187,36,Male,Region_7,rural,Low,16,1.0845413258512777,Single,1
188,43,Female,Region_1,urban,Low,24,1.0135708443637979,Married,0
189,70,Female,Region_3,suburban,High,50,1.035187997826732,Married,3
190,20,Male,Region_2,rural,Low,1,0.8630238796464934,Single,2
191,50,Female,Region_4,rural,High,28,0.9243254766816115,Married,0
192,23,Female,Region_1,suburban,Low,5,0.9973555848445117,Single,0
193,36,Female,Region_7,urban,Low,18,0.8818340769647235,Married,1
194,55,Female,Region_1,urban,Low,35,0.88329998325246,Divorced,1
195,43,Female,Region_2,suburban,Low,25,0.9038426853188212,Married,3
196,29,Female,Region_7,urban,Medium,11,1.0508230566438979,Married,1
197,33,Male,Region_1,rural,Low,13,0.7473525665434619,Married,0
198,50,Male,Region_6,rural,Low,32,0.9831130229275483,Single,3
199,33,Male,Region_9,suburban,High,15,1.152003444151267,Married,2
200,45,Male,Region_5,suburban,Medium,27,1.1061946518383299,Married,2
201,43,Male,Region_6,suburban,Medium,24,1.1124475809067975,Single,1
202,34,Male,Region_7,suburban,High,13,0.965124685696154,Married,0
203,68,Male,Region_2,suburban,Medium,50,1.1947658671617638,Married,2
204,50,Male,Region_5,urban,Medium,32,0.9429949032847342,Married,0
205,18,Male,Region_2,urban,Low,0,1.0801107962610237,Single,0
206,44,Female,Region_2,suburban,Medium,26,1.0527584350720138,Married,1
207,34,Female,Region_2,suburban,Medium,14,0.8903086256441671,Married,1
208,52,Male,Region_5,urban,Low,33,0.8033773700538286,Single,0
209,32,Male,Region_7,suburban,Medium,13,1.0881544115653752,Single,0
210,41,Male,Region_8,urban,Low,22,0.907783522423767,Single,2
211,48,Male,Region_3,urban,High,30,0.9907505818529553,Married,2
212,52,Male,Region_3,suburban,Medium,32,1.0399087392587933,Married,0
213,28,Female,Region_6,urban,Medium,8,0.997777421934946,Married,1
214,38,Male,Region_7,urban,Medium,20,1.0676882418638816,Married,0
215,36,Female,Region_2,urban,High,16,1.0466165846987554,Married,1
216,34,Female,Region_2,suburban,Low,16,1.053975881290576,Married,0
217,63,Male,Region_4,urban,Low,45,1.0373257963056697,Divorced,1
218,47,Male,Region_4,suburban,High,29,0.854516184277143,Married,2
219,27,Male,Region_6,suburban,High,6,1.0027107450611175,Married,1
220,53,Male,Region_4,urban,Low,34,1.0479558989267639,Married,1
221,67,Male,Region_1,rural,Low,46,1.2292722163303382,Single,1
222,54,Female,Region_1,rural,Medium,36,1.0405281047787223,Married,2
223,24,Female,Region_9,urban,Medium,6,0.9874486974022045,Single,1
224,36,Female,Region_2,suburban,Low,18,1.067128612183525,Married,0
225,57,Male,Region_1,urban,Medium,39,0.9323539175669566,Married,1
226,34,Male,Region_7,urban,Medium,16,1.1416220466515536,Single,2
227,47,Male,Region_6,urban,High,28,0.9914981914479344,Single,0
228,51,Male,Region_5,rural,Low,30,0.9767637697386872,Married,0
229,31,Male,Region_4,urban,Medium,13,0.8561123871972265,Married,1
230,41,Female,Region_10,suburban,Medium,21,0.9532551755310505,Married,0
231,18,Male,Region_1,suburban,Medium,0,1.0267663168516563,Married,0
232,30,Female,Region_4,suburban,Low,12,1.1727134015577674,Single,0
233,39,Female,Region_5,suburban,Low,20,0.9600200269266854,Married,1
234,27,Male,Region_1,suburban,Medium,9,0.9925010604187827,Married,3
235,62,Female,Region_3,urban,Low,44,1.0695688268134236,Divorced,2
236,25,Male,Region_7,urban,High,7,0.9169161510753858,Single,1
237,37,Male,Region_4,suburban,Low,16,0.951988381304646,Married,1
238,44,Female,Region_8,urban,Medium,26,1.1293537954194974,Single,0
239,59,Male,Region_6,suburban,High,41,0.8490403868790659,Married,1
240,25,Female,Region_7,suburban,High,7,0.9308967530930228,Married,1
241,56,Female,Region_7,rural,Low,37,1.0367330580316754,Married,2
242,42,Female,Region_6,suburban,Medium,23,1.039358315268853,Single,2
243,30,Female,Region_7,rural,Low,12,1.263196134346774,Married,2
244,48,Male,Region_6,urban,High,29,1.016752752801178,Married,0
245,44,Male,Region_5,rural,Low,25,0.9404341652146511,Single,2
246,35,Male,Region_5,suburban,High,17,0.9574363107767774,Divorced,1
247,43,Male,Region_2,suburban,Medium,22,1.1128454619197914,Married,1
248,37,Male,Region_8,rural,Low,18,0.931550311978653,Divorced,0
249,43,Female,Region_2,urban,Low,25,0.9806185893571919,Married,0
250,50,Male,Region_4,urban,Medium,32,1.0916712527769874,Widowed,0
251,61,Female,Region_2,suburban,Low,42,0.969306323333776,Married,1
252,27,Female,Region_6,suburban,Low,5,1.0593007190059305,Divorced,0
253,68,Male,Region_10,urban,Low,50,0.8474279251175425,Married,0
254,19,Male,Region_7,suburban,High,0,0.9300114999317264,Single,1
255,40,Male,Region_5,urban,Medium,20,0.944985306476666,Single,2
256,49,Male,Region_5,rural,Low,31,0.8562886936321846,Married,1
257,45,Male,Region_4,urban,Medium,27,0.8871409369383625,Divorced,0
258,35,Male,Region_2,rural,Low,17,0.9355151307564731,Single,0
259,40,Female,Region_3,suburban,Medium,22,1.2118000486711111,Single,1
260,36,Male,Region_3,urban,Medium,18,1.0395571497042368,Married,1
261,35,Female,Region_10,suburban,Medium,17,1.0826290739724291,Divorced,2
262,52,Female,Region_3,urban,Low,34,1.0676736741215405,Married,3
263,46,Male,Region_5,rural,Low,28,0.772560530367679,Married,0
264,34,Male,Region_9,urban,Low,16,1.0127309462091378,Single,0
265,53,Female,Region_4,suburban,Medium,32,0.9477317606070151,Married,1
266,46,Female,Region_2,suburban,Low,28,0.8417943598973072,Married,0
267,52,Male,Region_3,urban,Medium,33,1.0455551546855475,Divorced,0
268,50,Male,Region_3,urban,Low,32,0.8161837290881908,Married,4
269,32,Male,Region_6,rural,Low,14,0.9983648768305597,Married,1
270,35,Male,Region_2,suburban,Low,17,0.9697112959230122,Single,2
271,51,Male,Region_7,suburban,Low,32,0.9113972911256298,Married,0
272,49,Male,Region_9,urban,High,30,1.096332043641259,Married,0
273,42,Female,Region_3,urban,Medium,19,0.9807887994312748,Married,0
274,43,Male,Region_1,urban,Medium,23,1.022411357346047,Married,0
275,57,Male,Region_5,urban,Medium,38,1.0678356701819476,Single,0
276,35,Male,Region_3,suburban,Low,17,1.0815574208556828,Married,0
277,49,Female,Region_4,urban,Medium,31,1.0113147458341067,Married,2
278,40,Male,Region_5,urban,High,21,0.9101732818876281,Married,1
279,39,Female,Region_3,urban,Low,21,0.9901056266582664,Married,0
280,55,Male,Region_9,urban,High,37,1.075846261710708,Married,0
281,52,Male,Region_3,rural,Medium,33,0.9389396222005015,Married,3
282,52,Male,Region_2,suburban,Medium,34,1.046666367707484,Married,1
283,58,Female,Region_9,urban,Medium,40,0.9355317483386072,Married,2
284,42,Male,Region_1,rural,High,24,1.0815793605046597,Married,0
285,50,Female,Region_1,rural,Low,32,0.9916846421041688,Married,1
286,38,Female,Region_9,urban,High,20,0.8940597044279004,Single,1
287,46,Female,Region_2,suburban,Medium,28,1.2605768812854699,Widowed,2
288,40,Male,Region_1,suburban,Medium,21,1.0138903833274253,Married,0
289,43,Female,Region_4,urban,High,24,0.7486333661531268,Married,0
290,49,Male,Region_1,rural,High,31,0.907456905683225,Divorced,1
291,32,Male,Region_5,urban,High,14,1.1362480222403148,Married,2
292,67,Male,Region_4,urban,High,47,1.0829583854435039,Married,1
293,30,Female,Region_6,urban,Low,12,1.121684611436057,Divorced,0
294,27,Male,Region_2,suburban,Medium,9,0.9659885641246853,Divorced,3
295,56,Male,Region_9,suburban,Medium,38,1.0796501372986596,Married,1
296,51,Male,Region_2,suburban,High,33,0.9727658668221398,Married,0
297,49,Male,Region_5,suburban,Medium,31,1.035053788832003,Married,0
298,50,Male,Region_10,suburban,Low,32,0.8711621726387658,Widowed,2
299,42,Male,Region_3,rural,Low,24,0.9731747530372844,Married,2
300,31,Male,Region_1,suburban,Medium,12,0.7441186626571443,Married,0
301,43,Male,Region_1,urban,High,25,0.9889589475725791,Single,1
302,34,Female,Region_10,rural,Medium,16,0.9131350006712127,Single,2
303,54,Male,Region_7,urban,High,36,1.0195942518966317,Married,0
304,40,Male,Region_9,urban,High,19,0.888673378246659,Married,0
305,32,Male,Region_6,suburban,Medium,13,0.9907208030857043,Divorced,1
306,38,Female,Region_3,urban,Low,19,1.3125031265048985,Married,0
307,47,Male,Region_1,suburban,Medium,29,0.9810442265470276,Divorced,0
308,35,Male,Region_9,suburban,High,15,0.9391232533816126,Married,0
309,32,Male,Region_4,urban,High,12,1.0111435090844838,Divorced,1
310,45,Female,Region_3,rural,Medium,25,0.697092899320344,Married,0
311,45,Female,Region_5,urban,High,26,0.9604142372453308,Married,0
312,36,Male,Region_1,suburban,Medium,18,0.9934617730200155,Divorced,1
313,36,Male,Region_2,suburban,Medium,18,1.0195900092304102,Single,2
314,45,Male,Region_5,urban,Medium,26,1.106030719807668,Married,0
315,25,Male,Region_1,suburban,Medium,5,1.039458451482669,Married,2
316,25,Female,Region_1,suburban,Low,7,0.8852711445670387,Divorced,0
317,33,Male,Region_4,suburban,Low,15,0.8117737740379554,Single,0
318,39,Female,Region_5,suburban,High,17,1.1004464578557962,Married,0
319,46,Male,Region_2,suburban,Medium,27,0.938694212945647,Married,0
320,60,Female,Region_1,urban,Low,42,1.0289692852794596,Married,0
321,52,Male,Region_10,urban,Medium,34,1.1502260029231355,Married,2
322,40,Male,Region_1,urban,High,22,1.0275196607300312,Married,0
323,42,Female,Region_1,urban,High,23,0.8450103657587164,Married,0
324,30,Male,Region_3,urban,High,10,1.0326697753919019,Divorced,1
325,42,Female,Region_2,urban,Medium,22,0.9754549355441448,Married,2
326,39,Female,Region_5,urban,Medium,21,0.8597884010052709,Married,1
327,46,Male,Region_9,suburban,Low,28,1.0967282107035652,Single,0
328,32,Female,Region_4,urban,High,14,1.034569751891544,Married,2
329,48,Male,Region_7,urban,Medium,30,1.1908263723412,Married,0
330,60,Male,Region_9,urban,Medium,41,1.0032728945919525,Married,1
331,41,Female,Region_2,urban,Medium,23,0.9285712961931271,Married,1
332,47,Female,Region_4,urban,High,29,1.03556350640093,Married,0
333,50,Male,Region_6,suburban,High,32,0.971384844469895,Divorced,2
334,37,Female,Region_3,suburban,Low,16,1.1291614946092718,Married,0
335,45,Female,Region_7,urban,High,27,1.0101976718933592,Single,0
336,42,Male,Region_6,urban,Low,22,0.9348575007368356,Married,0
337,43,Female,Region_3,rural,High,24,1.0201413019340162,Married,0
338,33,Female,Region_1,rural,Low,15,1.031620232925936,Single,1
339,42,Female,Region_1,urban,Low,24,1.0223817887528115,Married,2
340,48,Male,Region_3,urban,Medium,30,0.9716318835377573,Married,2
341,59,Female,Region_1,rural,Low,40,1.0093351911340493,Married,1
342,54,Male,Region_7,suburban,Medium,36,0.943507539025152,Married,2
343,68,Female,Region_3,rural,Low,50,1.0244874901266232,Divorced,1
344,33,Female,Region_6,urban,High,15,0.9078383593139152,Married,0
345,52,Male,Region_3,rural,Low,34,0.921832485796952,Married,0
346,44,Male,Region_7,suburban,Medium,26,1.1963681095862189,Married,2
347,68,Female,Region_9,urban,Medium,46,0.9478807960644279,Widowed,1
348,32,Female,Region_8,suburban,Medium,12,1.0397119367187508,Married,0
349,32,Male,Region_4,rural,Medium,13,0.8375592099707555,Single,0
350,35,Male,Region_1,suburban,Low,17,0.9654272168404616,Married,1
351,18,Female,Region_3,suburban,Medium,0,1.123974074600134,Married,3
352,36,Male,Region_3,rural,Medium,18,1.039031817095815,Married,1
353,33,Male,Region_10,urban,Low,15,0.8360968424262937,Married,1
354,44,Female,Region_5,urban,Medium,26,0.9354138567438954,Married,0
355,46,Male,Region_6,suburban,Low,28,1.0938173894050345,Widowed,1
356,65,Male,Region_7,suburban,Medium,45,0.8851233174464732,Married,0
357,53,Male,Region_5,suburban,High,31,1.050086823664233,Single,1
358,35,Female,Region_5,suburban,Low,14,1.025071568026335,Married,1
359,31,Male,Region_2,suburban,Medium,13,0.8360303264960715,Single,3
360,48,Female,Region_1,suburban,Medium,30,1.07119152449659,Married,1
361,26,Female,Region_6,suburban,Low,7,1.0771294296932337,Married,2
362,64,Male,Region_8,suburban,Medium,46,0.9909745083655831,Married,1
363,56,Female,Region_3,urban,Medium,38,1.0268456043096497,Married,1
364,36,Male,Region_5,urban,Low,18,0.9269716131648019,Married,1
365,21,Female,Region_2,urban,Low,3,0.9940407037215417,Single,0
366,58,Male,Region_4,suburban,Medium,40,1.0208035719194726,Single,1
367,41,Female,Region_2,rural,Low,23,1.1036940718748205,Single,1
368,57,Male,Region_7,rural,Medium,37,1.0458396182892824,Married,0
369,23,Male,Region_4,suburban,Low,3,0.9700934406126904,Single,0
370,35,Female,Region_5,suburban,Medium,16,0.9679451147466066,Married,0
371,42,Male,Region_1,rural,Low,24,1.0122539265907409,Married,1
372,43,Female,Region_5,suburban,High,25,0.9767127628150243,Married,0
373,37,Male,Region_2,suburban,Medium,19,0.9981195749731788,Married,0
374,49,Male,Region_3,suburban,Low,31,0.7346962185107904,Divorced,2
375,29,Female,Region_3,urban,Low,11,0.9126840060752871,Divorced,0
376,40,Male,Region_4,suburban,Medium,22,1.1734366575137078,Married,1
377,43,Female,Region_2,rural,Medium,22,1.0439021514921287,Married,2
378,48,Male,Region_8,rural,High,30,1.0520505754135479,Married,0
379,51,Male,Region_3,urban,Medium,33,1.0452298659367545,Married,3
380,29,Female,Region_5,urban,Medium,11,1.0358196646501512,Single,0
381,24,Male,Region_5,rural,Medium,3,1.0196899375932191,Single,1
382,57,Male,Region_5,urban,Medium,39,1.1185100541764441,Married,0
383,46,Female,Region_5,urban,Medium,28,1.0511777756549257,Married,0
384,33,Male,Region_8,suburban,Medium,15,0.827067570877336,Single,0
385,61,Male,Region_8,urban,Medium,42,0.930353410900787,Widowed,0
386,43,Female,Region_3,urban,High,25,0.9404739724285445,Married,2
387,56,Female,Region_5,suburban,Low,38,1.2365120858518148,Married,1
388,43,Male,Region_1,urban,High,25,1.011829184593257,Married,1
389,67,Male,Region_1,urban,Medium,49,1.1364408401258492,Married,1
390,63,Female,Region_4,urban,Medium,45,0.9781688303737578,Widowed,2
391,39,Male,Region_9,suburban,Medium,21,1.0340461780772165,Widowed,0
392,54,Male,Region_6,urban,High,36,1.005996859298598,Single,0
393,50,Female,Region_6,suburban,Medium,32,0.948083788924164,Married,0
394,58,Male,Region_1,urban,Low,40,0.9087824535169426,Married,0
395,30,Female,Region_4,rural,Medium,12,0.9998612832084753,Married,0
396,50,Female,Region_3,suburban,Medium,29,0.9219255401460799,Divorced,1
397,55,Female,Region_7,urban,Medium,36,1.0144951749947366,Divorced,1
398,21,Female,Region_1,rural,Low,3,0.9768500845734789,Single,0
399,28,Male,Region_4,urban,High,8,1.0827063936921086,Single,1
400,18,Male,Region_9,suburban,Medium,0,0.9538882142733078,Single,2
